metric_id,section,item,metric,target,status,evidence_domain,disposition
6.10,6,10,NumPy、Python、编译器、外部工具的随机种子是否都冻结？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.11,6,11,多线程 BLAS 是否破坏可重复性？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.12,6,12,数据顺序是否影响结果？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.13,6,13,并行调度是否影响随机序列？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.14,6,14,浮点比较是否使用合理公差？,top-tier audit question,PASS,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,verified in current bounded contract
6.15,6,15,角度规范化是否一致？,top-tier audit question,PASS,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,verified in current bounded contract
6.16,6,16,gate inverse 判定是否处理参数周期？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.17,6,17,qubit 顺序和 endian 是否一致？,top-tier audit question,PASS,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,verified in current bounded contract
6.18,6,18,QASM 解析/导出是否丢失 phase、parameter 或 register mapping？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.19,6,19,自定义 gate 分解前后语义是否一致？,top-tier audit question,PASS,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,verified in current bounded contract
6.20,6,20,barrier、measurement、reset 的处理是否明确？,top-tier audit question,FAIL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,missing or failed; claim must remain barred until repaired
6.21,6,21,是否对每条 rewrite 做 unit test？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.22,6,22,是否对 rewrite 组合做 property test？,top-tier audit question,FAIL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,missing or failed; claim must remain barred until repaired
6.23,6,23,是否进行 differential testing？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.24,6,24,是否使用 mutation testing 检查测试是否能抓住错误？,top-tier audit question,FAIL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,missing or failed; claim must remain barred until repaired
6.25,6,25,是否对 parser、serializer 做 round-trip test？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.26,6,26,是否对 checkpoint/resume 做故障注入？,top-tier audit question,PASS,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,verified in current bounded contract
6.27,6,27,是否对 timeout、OOM、子进程崩溃做故障注入？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.28,6,28,是否检查 resource leak、僵尸进程和临时文件？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.29,6,29,是否测试空输入、单门、超大输入和损坏输入？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.30,6,30,是否测试所有公开配置组合？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.31,6,31,是否有静态类型、lint、compile 和 API drift 检查？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.32,6,32,是否记录每个实验调用的真实源码 SHA？,top-tier audit question,PASS,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,verified in current bounded contract
6.33,6,33,是否能证明运行时加载的代码就是被发布的代码？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.34,6,34,是否保存外部可执行文件哈希和动态库版本？,top-tier audit question,PARTIAL,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,some evidence exists; residual work is required
6.35,6,35,是否有独立实现用于交叉验证关键统计量？,top-tier audit question,PASS,src/optimisation; experiments/e31_shared_rule_worker.py; experiments/e31_formal_orchestrator.py; checkpoint/resume fault tests,verified in current bounded contract
7.01,7,1,等价定义是 unitary、up-to-global-phase、partial、observational 还是 distributional？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.02,7,2,是否正确处理全局相位？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.03,7,3,是否允许 ancilla 初始化和释放？,top-tier audit question,NA,src/optimisation/base.py; data/v10/prepaper fidelity audits,outside the currently stated unitary/logical-circuit model
7.04,7,4,是否处理 measurement 和 classical control？,top-tier audit question,NA,src/optimisation/base.py; data/v10/prepaper fidelity audits,outside the currently stated unitary/logical-circuit model
7.05,7,5,是否处理部分初始化？,top-tier audit question,NA,src/optimisation/base.py; data/v10/prepaper fidelity audits,outside the currently stated unitary/logical-circuit model
7.06,7,6,参数化电路是符号验证还是有限点抽样？,top-tier audit question,FAIL,src/optimisation/base.py; data/v10/prepaper fidelity audits,missing or failed; claim must remain barred until repaired
7.07,7,7,exact average gate fidelity 的公式是否正确？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.08,7,8,fidelity 阈值由什么数值误差分析支持？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.09,7,9,是否报告阈值附近结果的距离？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.10,7,10,是否区分 exact、numerical、sampled、heuristic 和 unavailable？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.11,7,11,大 qubit 线路超出精确矩阵预算后怎么办？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.12,7,12,是否错误地把结构相似度叫作 fidelity？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.13,7,13,sampled-state 检查的采样分布是否覆盖完整 Hilbert 空间？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.14,7,14,是否有 adversarial unitary 使近似检查误判？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.15,7,15,是否使用第二种独立 verifier？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.16,7,16,是否用 inverse composition `U†V` 检查 identity？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.17,7,17,是否测试 I 与 X、I 与 Z 等已知非等价对？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.18,7,18,是否测试只差全局相位的等价对？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.19,7,19,是否测试不同 qubit permutation？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.20,7,20,是否测试 parameter wrap-around？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.21,7,21,输出 QASM 哈希是否在验证后固定？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.22,7,22,验证失败能否定位到哪条 transformation？,top-tier audit question,FAIL,src/optimisation/base.py; data/v10/prepaper fidelity audits,missing or failed; claim must remain barred until repaired
7.23,7,23,是否报告每个工具的 invalid rate 及家族分布？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.24,7,24,是否把未发出输出、解析失败和非等价分开？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.25,7,25,是否对 large-scale circuits 使用符号、决策图、ZX 或 path-sum 验证？,top-tier audit question,FAIL,src/optimisation/base.py; data/v10/prepaper fidelity audits,missing or failed; claim must remain barred until repaired
7.26,7,26,大规模无法验证时，主张是否自动降级？,top-tier audit question,PASS,src/optimisation/base.py; data/v10/prepaper fidelity audits,verified in current bounded contract
7.27,7,27,是否报告 verifier 自身的超时和覆盖边界？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.28,7,28,verifier 是否接受所有被测工具输出的门集？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.29,7,29,转换到 verifier 门集是否本身通过验证？,top-tier audit question,PARTIAL,src/optimisation/base.py; data/v10/prepaper fidelity audits,some evidence exists; residual work is required
7.30,7,30,是否有 verifier-versus-verifier disagreement audit？,top-tier audit question,FAIL,src/optimisation/base.py; data/v10/prepaper fidelity audits,missing or failed; claim must remain barred until repaired
8.01,8,1,是否包含最简单的 identity/no-op 基线？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.02,8,2,是否包含原始线路不优化基线？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.03,8,3,是否包含 greedy/local 简单基线？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.04,8,4,是否包含主流工业编译器？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.05,8,5,是否包含至少两个独立研究工件？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.06,8,6,是否遗漏最接近的方法？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.07,8,7,遗漏理由是技术不可执行还是结果不利？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.08,8,8,是否使用官方版本或 commit？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.09,8,9,是否只修改 I/O，而未改变核心算法？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.10,8,10,修改是否有 patch 和哈希？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.11,8,11,所有工具是否使用同一输入 unitary？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.12,8,12,输入 basis 是否对某工具更有利？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.13,8,13,是否在共同基门集上评价输出？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.14,8,14,是否把工具自身 gate count 与共同 basis gate count 混用？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.15,8,15,是否采用相同 topology？,top-tier audit question,NA,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,outside the currently stated unitary/logical-circuit model
8.16,8,16,是否采用相同 ancilla allowance？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.17,8,17,是否采用相同 approximation tolerance？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.18,8,18,是否采用相同超时？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.19,8,19,相同 outer timeout 是否意味着相同内部计算预算？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.20,8,20,是否同时比较官方默认配置和等预算配置？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.21,8,21,是否构建 quality–time Pareto 曲线？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.22,8,22,是否构建 quality–memory Pareto 曲线？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.23,8,23,预处理和后处理时间是否计入？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.24,8,24,启动/JIT/模型加载是否计入？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.25,8,25,GPU 与 CPU 的资源成本是否可比？,top-tier audit question,NA,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,outside the currently stated unitary/logical-circuit model
8.26,8,26,是否记录线程数、核心数、内存和加速器？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.27,8,27,是否区分算法失败、artifact 失败和环境失败？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.28,8,28,是否报告每个工具的版本敏感性？,top-tier audit question,FAIL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,missing or failed; claim must remain barred until repaired
8.29,8,29,工具参数是否在独立 validation set 上选择？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.30,8,30,是否避免在正式 test set 上调参？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.31,8,31,工具名称是否与真实配置绑定？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.32,8,32,是否报告 unavailable 工具，而不是静默删除？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.33,8,33,是否使用论文数字冒充本地复现数字？,top-tier audit question,PASS,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,verified in current bounded contract
8.34,8,34,是否对外部方法给出最有利且合理的配置？,top-tier audit question,PARTIAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,some evidence exists; residual work is required
8.35,8,35,是否邀请外部作者核查运行配置？,top-tier audit question,EXTERNAL,experiments/prepaper_protocol.json; data/v10/prepaper/sota; E31 72-cell equal-budget design; no formal E31 results,"requires external hardware, independent people, or live literature evidence"
9.01,9,1,总门数。,top-tier audit question,PASS,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,verified in current bounded contract
9.02,9,2,单比特门数。,top-tier audit question,PARTIAL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,some evidence exists; residual work is required
9.03,9,3,双比特门数。,top-tier audit question,PASS,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,verified in current bounded contract
9.04,9,4,多比特门数。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.05,9,5,CX/CZ/ECR 等原生纠缠门数。,top-tier audit question,PARTIAL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,some evidence exists; residual work is required
9.06,9,6,总 depth。,top-tier audit question,PASS,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,verified in current bounded contract
9.07,9,7,双比特 depth。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.08,9,8,critical-path duration。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.09,9,9,circuit width。,top-tier audit question,PASS,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,verified in current bounded contract
9.10,9,10,ancilla 数。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.11,9,11,measurement/reset 数。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.12,9,12,gate diversity。,top-tier audit question,PARTIAL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,some evidence exists; residual work is required
9.13,9,13,interaction graph density。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.14,9,14,communication/nonlocal operation 数。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.15,9,15,SWAP 数。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.16,9,16,routing overhead。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.17,9,17,basis translation overhead。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.18,9,18,peak live qubits。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.19,9,19,classical feed-forward latency。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.20,9,20,dynamic-circuit 分支代价。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.21,9,21,T-count。,top-tier audit question,PASS,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,verified in current bounded contract
9.22,9,22,T-depth。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.23,9,23,CCZ/Toffoli count。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.24,9,24,magic-state consumption。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.25,9,25,magic-state factory 数量。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.26,9,26,logical qubits。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.27,9,27,logical depth。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.28,9,28,spacetime volume。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.29,9,29,physical qubits。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.30,9,30,physical runtime。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.31,9,31,target logical error probability。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.32,9,32,code distance。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.33,9,33,distillation rounds。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.34,9,34,synthesis approximation error。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.35,9,35,logical failure probability。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.36,9,36,absolute reduction。,top-tier audit question,PARTIAL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,some evidence exists; residual work is required
9.37,9,37,relative reduction。,top-tier audit question,PASS,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,verified in current bounded contract
9.38,9,38,ITT reduction。,top-tier audit question,PASS,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,verified in current bounded contract
9.39,9,39,valid-only reduction。,top-tier audit question,PASS,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,verified in current bounded contract
9.40,9,40,median reduction。,top-tier audit question,PARTIAL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,some evidence exists; residual work is required
9.41,9,41,worst-family reduction。,top-tier audit question,PARTIAL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,some evidence exists; residual work is required
9.42,9,42,lower-tail quantile。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.43,9,43,improvement probability。,top-tier audit question,PARTIAL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,some evidence exists; residual work is required
9.44,9,44,regression probability。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.45,9,45,catastrophic expansion probability。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.46,9,46,known-optimum gap。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.47,9,47,approximation ratio。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.48,9,48,regret。,top-tier audit question,NA,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,outside the currently stated unitary/logical-circuit model
9.49,9,49,Pareto dominance rate。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.50,9,50,hypervolume。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.51,9,51,anytime performance/AUC。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.52,9,52,time-to-first-valid。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.53,9,53,time-to-best。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
9.54,9,54,budget exhaustion rate。,top-tier audit question,PARTIAL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,some evidence exists; residual work is required
9.55,9,55,solution diversity。,top-tier audit question,FAIL,data/v10/prepaper/sota raw schema; analysis/prepaper_rq3_tool_comparison.py,missing or failed; claim must remain barred until repaired
10.01,10,1,wall-clock time。,top-tier audit question,PASS,experiment runtime columns; data/v10/prepaper analyses,verified in current bounded contract
10.02,10,2,CPU time。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.03,10,3,peak RSS。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.04,10,4,GPU memory。,top-tier audit question,NA,experiment runtime columns; data/v10/prepaper analyses,outside the currently stated unitary/logical-circuit model
10.05,10,5,disk I/O。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.06,10,6,temporary storage。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
